timestamp,cam_id,class,conf,x1,y1,x2,y2,image_path
20251012_212107,0,person,0.76,225,153,1016,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212107,0,person,0.76,242,152,1025,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212107,0,person,0.77,246,152,1025,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212107,0,person,0.74,227,155,1026,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212107,0,person,0.77,229,147,1016,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212107,0,person,0.76,214,154,1012,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212107,0,person,0.78,239,152,1010,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212107,0,person,0.78,239,154,1009,720,logs/images/cam0_20251012_212107_person.jpg
20251012_212108,0,person,0.8,248,150,1012,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.82,256,153,1010,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.83,259,146,1009,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.79,253,144,1022,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.77,238,157,1022,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.76,214,157,1016,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.76,256,160,1029,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.73,252,145,1071,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.75,255,148,998,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.72,254,139,1020,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.75,271,140,1019,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.76,285,153,1031,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.78,288,137,1025,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,person,0.74,277,142,1034,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,helmet,0.37,520,163,812,342,logs/images/cam0_20251012_212108_helmet.jpg
20251012_212108,0,person,0.78,303,141,1017,720,logs/images/cam0_20251012_212108_person.jpg
20251012_212108,0,helmet,0.53,520,156,809,337,logs/images/cam0_20251012_212108_helmet.jpg
20251012_212109,0,person,0.83,302,140,1001,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,helmet,0.48,520,158,804,333,logs/images/cam0_20251012_212109_helmet.jpg
20251012_212109,0,person,0.83,294,139,1002,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,helmet,0.39,519,160,806,336,logs/images/cam0_20251012_212109_helmet.jpg
20251012_212109,0,person,0.8,291,143,1002,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,helmet,0.45,519,163,804,343,logs/images/cam0_20251012_212109_helmet.jpg
20251012_212109,0,person,0.81,281,139,1004,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.82,265,140,1006,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.77,236,137,1003,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.77,241,141,1004,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.8,268,143,1004,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.8,262,141,1008,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.77,258,133,1024,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.77,277,138,1005,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.77,265,139,1004,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.77,271,135,1024,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.77,291,147,1010,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212109,0,person,0.8,294,144,1010,720,logs/images/cam0_20251012_212109_person.jpg
20251012_212110,0,person,0.86,293,143,1005,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,person,0.85,299,146,1006,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,person,0.82,291,152,995,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,person,0.86,305,156,996,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,person,0.7,299,167,1008,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,helmet,0.39,518,175,784,339,logs/images/cam0_20251012_212110_helmet.jpg
20251012_212110,0,person,0.48,147,0,1067,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,person,0.48,438,25,1278,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,person,0.51,442,57,1021,718,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,helmet,0.78,512,65,993,623,logs/images/cam0_20251012_212110_helmet.jpg
20251012_212110,0,person,0.37,490,53,1280,718,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,helmet,0.8,495,47,1002,605,logs/images/cam0_20251012_212110_helmet.jpg
20251012_212110,0,person,0.52,184,43,948,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,person,0.55,200,31,977,720,logs/images/cam0_20251012_212110_person.jpg
20251012_212110,0,helmet,0.5,483,32,971,564,logs/images/cam0_20251012_212110_helmet.jpg
20251012_212110,0,person,0.4,260,18,1010,719,logs/images/cam0_20251012_212110_person.jpg
20251012_212111,0,person,0.7,174,15,1004,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,person,0.67,272,17,1013,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,person,0.64,268,25,1019,718,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,person,0.52,365,18,1021,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,person,0.46,372,16,1022,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,person,0.6,305,100,1011,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,person,0.62,238,86,1015,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.4,464,189,811,399,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.7,305,107,1018,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.55,476,171,804,397,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.69,285,156,1034,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.68,485,177,806,387,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,helmet,0.88,489,165,806,372,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.61,307,153,1042,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.89,486,162,813,374,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.6,181,157,992,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.89,488,159,813,360,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.67,211,154,910,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.88,489,159,813,356,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.59,206,150,1062,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.89,490,158,814,354,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.67,191,146,1028,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212111,0,helmet,0.88,491,157,819,356,logs/images/cam0_20251012_212111_helmet.jpg
20251012_212111,0,person,0.66,188,147,1012,720,logs/images/cam0_20251012_212111_person.jpg
20251012_212112,0,helmet,0.9,494,157,821,359,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.72,206,145,1000,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.9,496,157,821,357,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.71,221,144,1001,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.9,497,158,821,357,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.7,216,145,996,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.89,497,159,822,357,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.73,298,149,994,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.89,497,158,821,353,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.74,241,145,999,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.89,497,158,822,353,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.7,220,146,1004,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.88,497,159,822,352,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.7,277,150,1004,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.88,496,160,823,352,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.76,265,148,998,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.87,497,162,824,354,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.77,265,151,1005,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.87,494,164,820,353,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.82,269,151,1002,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.86,494,166,818,353,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.83,278,152,992,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.89,495,164,816,347,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.81,285,149,995,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.86,493,163,813,350,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.83,270,147,996,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.86,499,165,816,349,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.84,265,151,1001,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212112,0,helmet,0.87,495,166,814,349,logs/images/cam0_20251012_212112_helmet.jpg
20251012_212112,0,person,0.83,272,151,1002,720,logs/images/cam0_20251012_212112_person.jpg
20251012_212113,0,helmet,0.87,496,166,814,350,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.82,271,151,999,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.87,497,168,815,348,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.85,270,154,1001,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.88,497,168,813,348,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.81,270,157,1003,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.88,494,170,811,350,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.82,267,157,1001,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.87,490,168,809,348,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.82,265,153,1003,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.85,485,167,805,351,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.79,242,150,1003,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.87,482,165,802,350,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.79,284,151,995,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.88,480,166,798,349,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.82,270,155,993,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.86,481,166,798,353,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.81,260,150,1001,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.88,481,163,801,354,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.86,277,149,1002,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.88,481,162,800,353,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.86,277,149,999,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.88,482,164,801,354,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.86,273,149,1011,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.88,484,162,802,352,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.86,272,150,1000,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.87,484,162,807,356,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.85,266,150,1001,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212113,0,helmet,0.87,485,162,805,355,logs/images/cam0_20251012_212113_helmet.jpg
20251012_212113,0,person,0.84,279,148,999,720,logs/images/cam0_20251012_212113_person.jpg
20251012_212114,0,helmet,0.87,487,163,809,355,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.86,267,153,1001,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.88,488,162,810,354,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.87,271,151,1002,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.87,487,162,811,354,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.87,266,150,998,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.87,489,161,810,355,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.86,283,151,998,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.88,489,161,809,354,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.86,272,148,998,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.87,488,163,809,354,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.85,270,151,1000,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.87,489,162,810,355,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.86,268,150,999,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.87,490,163,810,355,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.85,268,153,1004,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212114,0,helmet,0.86,488,163,810,354,logs/images/cam0_20251012_212114_helmet.jpg
20251012_212114,0,person,0.85,266,153,1001,720,logs/images/cam0_20251012_212114_person.jpg
20251012_212127,0,person,0.93,296,160,1019,710,logs/images/cam0_20251012_212127_person.jpg
20251012_212127,0,bottle,0.42,911,351,963,490,logs/images/cam0_20251012_212127_bottle.jpg
20251012_212127,0,person,0.93,299,162,1019,711,logs/images/cam0_20251012_212127_person.jpg
20251012_212127,0,person,0.93,296,162,1021,712,logs/images/cam0_20251012_212127_person.jpg
20251012_212127,0,person,0.93,293,162,1020,712,logs/images/cam0_20251012_212127_person.jpg
20251012_212127,0,person,0.93,294,163,1020,712,logs/images/cam0_20251012_212127_person.jpg
20251012_212127,0,person,0.93,294,163,1020,712,logs/images/cam0_20251012_212127_person.jpg
20251012_212127,0,person,0.93,294,162,1020,711,logs/images/cam0_20251012_212127_person.jpg
20251012_212128,0,person,0.93,291,163,1021,711,logs/images/cam0_20251012_212128_person.jpg
20251012_212128,0,person,0.93,293,163,1021,711,logs/images/cam0_20251012_212128_person.jpg
20251012_212128,0,person,0.93,293,162,1020,711,logs/images/cam0_20251012_212128_person.jpg
20251012_212128,0,person,0.93,295,162,1020,711,logs/images/cam0_20251012_212128_person.jpg
20251012_212128,0,person,0.93,295,163,1020,711,logs/images/cam0_20251012_212128_person.jpg
